id,name,longitude,latitude,status
3165,Central Park West & W 72 St,-73.9762057363987,40.77579376683666,active
3166,Riverside Dr & W 72 St,-73.98562431335449,40.78057799010334,active
3167,Amsterdam Ave & W 73 St,-73.98093044757842,40.77966809007312,active
3169,Riverside Dr & W 82 St,-73.98128127,40.78720869,active
3170,W 84 St & Columbus Ave,-73.97283406,40.78499979,active
3171,Amsterdam Ave & W 82 St,-73.97667321,40.78524672,active
3172,W 74 St & Columbus Ave,-73.97754961,40.7785669,active
3173,Riverside Blvd & W 67 St,-73.98888587951659,40.777507027547976,active
3175,W 70 St & Amsterdam Ave,-73.98288594,40.77748046,active
3177,W 84 St & Broadway,-73.977112,40.7867947,active
3178,Riverside Dr & W 78 St,-73.98362492,40.78414472,active
3179,Park Ave & Marcus Garvey Blvd,-73.941342,40.698617,active
3182,Yankee Ferry Terminal,-74.016966,40.686931,active
3184,Paulus Hook,-74.0335519,40.7141454,active
3185,City Hall,-74.043845,40.7177325,active
3186,Grove St PATH,-74.04311746358871,40.71958611647166,active
3187,Warren St,-74.03805095,40.7211236,active
3191,Union St,-74.0836394,40.7182113,active
3192,Liberty Light Rail,-74.0557013,40.7112423,active
3193,Lincoln Park,-74.07840594649315,40.7246050998869,active
3194,McGinley Square,-74.06762212514877,40.7253399253558,active
3195,Sip Ave,-74.06391263008118,40.73089709786179,active
3196,Riverview Park,-74.0439909,40.7443187,active
3198,Heights Elevator,-74.04044330120087,40.748715945380226,active
3199,Newport Pkwy,-74.0321082,40.7287448,active
3201,Dey St,-74.066921,40.737711,active
3202,Newport PATH,-74.0337589,40.7272235,active
3203,Hamilton Park,-74.044247311,40.727595966,active
3205,JC Medical Center,-74.0496379137039,40.71653978099194,active
3206,Hilltop,-74.0575736,40.7311689,active
3207,Oakland Ave,-74.0524783,40.7376037,active
3209,Brunswick St,-74.0506564,40.7241765,active
3210,Pershing Field,-74.051788633,40.742677141,active
3211,Newark Ave,-74.046304543,40.72152515,active
3212,Christ Hospital,-74.050443636,40.734785818,active
3213,Van Vorst Park,-74.047726625,40.71848892,active
3214,Essex Light Rail,-74.0364857,40.7127742,active
3220,5 Corners Library,-74.0595030784607,40.734961020009514,active
3221,47 Ave & 31 St,-73.93561,40.743,active
3225,Baldwin at Montgomery,-74.0641943,40.7236589,active
3226,W 82 St & Central Park West,-73.97137,40.78275,active
3231,E 67 St & Park Ave,-73.96592080593109,40.76780080148132,active
3232,Bond St & Fulton St,-73.98304268717766,40.68962188790333,active
3233,E 48 St & 5 Ave,-73.97805914282799,40.75724567911726,active
3235,E 41 St & Madison Ave,-73.97992193698882,40.752165280621966,active
3236,W 42 St & Dyer Ave,-73.99379968643188,40.75898481399634,active
3241,Monroe St & Tompkins Ave,-73.944694,40.686203,active
3242,Schermerhorn St & Court St,-73.99183362722397,40.69102925677968,active
3243,E 58 St & 1 Ave (NE Corner),-73.96226227283478,40.75892386377695,active
3244,University Pl & E 8 St,-73.99490341544151,40.73143724085228,active
3246,Montague St & Clinton St,-73.99230033159256,40.694281141397326,active
3249,Verona Pl & Fulton St,-73.9476791024208,40.6803560840434,active
3254,Soissons Landing,-74.01486575603485,40.69231660719192,active
3255,8 Ave & W 31 St,-73.9946848154068,40.7505853470215,active
3256,Pier 40 - Hudson River Park,-74.01129573583603,40.7277140777778,active
3259,9 Ave & W 28 St,-73.99923384189606,40.74937024193277,active
3260,Mercer St & Bleecker St,-73.99662137031554,40.72706363348306,active
3263,Cooper Square & Astor Pl,-73.99075269699097,40.72951496224949,active
3267,Morris Canal,-74.03852552175522,40.7124188237569,active
3268,Lafayette Park,-74.06285852193832,40.71346382669195,active
3269,Brunswick & 6th,-74.05038893222809,40.72601172964625,active
3270,Jersey & 6th St,-74.04557168483734,40.72528910781132,active
3272,Jersey & 3rd,-74.04595255851744,40.72333158646436,active
3273,Manila & 1st,-74.04288411140442,40.721650724879986,active
3275,Columbus Drive,-74.03891444206238,40.71835519823214,active
3276,Marin Light Rail,-74.04281705617905,40.71458403535893,active
3277,Communipaw & Berry Lane,-74.06661093235016,40.71435836870427,active
3278,Monmouth and 6th,-74.04879033565521,40.72568548362901,active
3279,Dixon Mills,-74.04996782541275,40.721630142638354,active
3280,Astor Place,-74.07126188278198,40.71928220070702,active
3281,Leonard Gordon Park,-74.0572714805603,40.74590996631558,active
3282,5 Ave & E 88 St,-73.95939,40.78307,active
3283,W 89 St & Columbus Ave,-73.97041561,40.7882213,active
3284,E 88 St & Park Ave,-73.95595908164978,40.781410700190015,active
3285,W 87 St & Amsterdam Ave,-73.9747,40.78839,active
3286,E 89 St & 3 Ave,-73.9521667,40.7806284,active
3287,W 87 St & West End Ave,-73.97757,40.789622,active
3288,E 88 St & 1 Ave,-73.9488134,40.778301,active
3289,W 90 St & Amsterdam Ave,-73.97288918495178,40.79017948095081,active
3290,E 89 St & York Ave,-73.946041,40.7779453,active
3292,5 Ave & E 93 St,-73.957481,40.7857851,active
3293,W 92 St & Broadway,-73.9739,40.7921,active
3294,E 91 St & Park Ave,-73.955327,40.7835016,active
3296,E 93 St & 2 Ave,-73.9489196240902,40.782454175279874,active
3297,6 St & 7 Ave,-73.97988067,40.6686627,active
3298,Warren St & Court St,-73.99383324,40.686371,active
3299,E 98 St & Park Ave,-73.95206,40.78813,active
3300,Prospect Park West & 8 St,-73.97637605667114,40.66514681533792,active
3301,Columbus Ave & W 95 St,-73.968087,40.7919557,active
3302,Columbus Ave & W 103 St,-73.9643412291,40.7969347,active
3303,Butler St & Court St,-73.99440329,40.6849894,active
3304,6 Ave & 9 St,-73.98377641,40.668127,active
3305,E 91 St & 2 Ave,-73.94965589046478,40.78112229934166,active
3306,10 St & 7 Ave,-73.98199886,40.6662078,active
